depth_cm,age_calBP,d18OcarbVPDB,d13CcarbVPDB
178.9,4278.6,-7.23,3.48
179.01,4282.3,-6.82,4.67
179.12,4286,-7.57,2.73
179.22,4289.3,-7.11,3.7
179.33,4292.9,-6.79,3.96
179.44,4296.5,-7.21,3.27
179.54,4299.8,-7.67,2.2
179.65,4303.5,-7.28,2.13
179.76,4307.1,-7.44,2.38
179.86,4310.4,-7.27,2.69
179.97,4314,-7.07,2.56
180.07,4317.3,-7.22,2.44
180.18,4320.9,-7.26,1.5
180.29,4324.6,-7.79,1.25
180.39,4327.9,-8.2,0.81
180.5,4331.5,-8.77,0.76
180.61,4335.1,-8.39,0.76
180.71,4338.4,-8.12,0.79
180.78,4340.7,-7.68,1.52
180.85,4343.1,-5.83,4.44
180.92,4345.4,-5.84,3.62
180.99,4347.7,-5.63,3.95
181.06,4350,-5.79,4.32
181.13,4352.4,-6.2,3.27
181.2,4354.8,-6.9,2.83
181.27,4357.2,-6.99,2.63
181.34,4359.6,-6.58,3.02
181.4,4361.6,-6.53,2.46
181.47,4364,-6.43,1.63
181.54,4366.4,-6.65,2.95
181.61,4368.7,-6.66,3.33
181.7,4371.8,-6.07,4.81
181.79,4374.9,-6.09,5.04
181.87,4377.6,-6.1,4.93
181.96,4380.6,-6.14,4.89
182.05,4384.2,-5.88,5.03
182.13,4387.7,-5.77,5.05
182.22,4391.7,-6.01,5.1
182.31,4395.6,-6.14,4.91
182.39,4399.2,-5.99,5.18
182.48,4403.1,-6.12,5.28
182.57,4407.1,-6.09,5.41
182.65,4410.6,-6.08,5.37
182.74,4414.6,-6.33,5.03
182.83,4418.5,-5.94,5.37
182.91,4422,-6.31,4.97
183.01,4426.6,-6.2,5.07
183.11,4432.1,-6.26,5.25
183.21,4437.6,-6.03,5.47
183.31,4443.1,-5.86,5.62
183.41,4448.6,-6.14,5.1
183.51,4454.1,-6.11,5.48
183.61,4459.6,-5.85,5.49
183.71,4465.1,-6.26,4.55
183.81,4470.6,-6.29,4.38
183.91,4476.1,-6.39,3.95
184.01,4481.5,-6.44,3.84
184.11,4486.9,-6.22,3.16
184.21,4492.3,-6.69,2.92
184.31,4497.7,-6.22,4.41
184.41,4503.1,-5.88,4.68
184.51,4508.5,-6.13,4.47
184.6,4513.4,-5.98,3.16
184.69,4518.3,-6.74,2.21
184.78,4523.1,-6.18,3.6
184.87,4528,-6.96,1.27
184.96,4532.8,-6.62,3.08
185.05,4537.8,-6.39,3.22
185.14,4542.7,-6.3,3.79
185.23,4547.7,-6.44,2.93
185.32,4552.6,-7.58,2.17
185.41,4557.6,-6.88,3.13
185.51,4563.1,-7.35,3.62
185.61,4568.6,-6.2,4.65
185.71,4574.1,-6.22,4.83
185.81,4579.6,-6.64,3.51
185.91,4585.1,-6.64,3.8
186.01,4590.6,-6.82,3.09
186.11,4596.1,-6.63,3.37
186.21,4601.6,-6.47,3.81
186.31,4607.1,-6.62,3.5
186.41,4612.6,-6.51,4.23
186.51,4618.1,-6.59,3.62
186.61,4623.6,-6.81,3.53
186.71,4629.1,-6.39,4.29
186.8,4634,-6.71,3.66
186.89,4639,-6.98,2.35
186.97,4643.4,-7.46,1.77
187.06,4648.3,-6.85,3.17
187.15,4653.3,-6.66,2.81
187.24,4658.2,-6.77,2.43
187.32,4662.6,-7,3.21
187.41,4667.6,-7.2,2.37
187.59,4677.5,-8.12,0.46
187.76,4686.8,-8.09,1.53
187.94,4696.7,-7.31,2.15
188.11,4706.1,-6.35,4.79
188.24,4713.2,-6.16,5.1
188.37,4720.4,-6.31,4.66
188.5,4727.5,-7.14,3.43
188.63,4734.7,-6.62,4.3
188.76,4741.8,-6.31,4.69
188.89,4749,-6.88,3.18
189.03,4756.7,-6.76,4.08
189.16,4763.8,-7.19,2.39
189.29,4771,-6.7,3.86
189.42,4778.1,-6.52,4.05
189.55,4785.3,-7.06,2.77
189.68,4792.4,-6.36,3.39
189.81,4799.6,-6.43,3.4
189.94,4806.7,-6.39,4.08
190.07,4813.8,-6.18,4.66
190.2,4820.8,-5.86,4.92
190.33,4827.8,-6.33,4.18
190.46,4834.8,-6.82,3.21
190.59,4841.9,-6.25,3.76
190.72,4848.9,-6.22,3.85
190.85,4855.9,-7.37,2.72
190.98,4862.9,-6.38,3.39
191.11,4870.1,-6.65,3.58
191.2,4875,-5.81,5.22
191.28,4879.4,-5.98,5.16
191.37,4884.4,-6.23,5.32
191.46,4889.3,-6.16,5.48
191.54,4893.7,-6.26,5.24
191.63,4898.7,-6.11,5.35
191.72,4903.6,-6.15,5.2
191.8,4908,-6.05,5.31
191.89,4913,-6.2,5.21
191.98,4917.9,-6.34,5.21
192.06,4922.3,-6.13,5.64
192.15,4927.3,-6.3,5.46
192.24,4932.2,-6.19,5.43
192.32,4936.6,-6.05,5.58
192.41,4941.6,-6.47,5.27
192.49,4946,-6.44,5
192.58,4950.9,-6.72,3.78
192.66,4955.3,-6.66,4.26
192.74,4959.7,-6.26,4.59
192.83,4964.7,-7.35,3.81
192.91,4969.1,-6.51,4.08
192.99,4973.5,-7.07,3.07
193.08,4978.4,-7.06,3.33
193.16,4982.8,-7.99,2.99
193.24,4987.2,-6.77,3.98
193.33,4992.2,-6.88,3.05
193.41,4996.6,-6.62,4.33
193.49,5001,-6.28,4.34
193.56,5004.8,-7,3.13
193.64,5009.2,-7.63,2.28
193.71,5013.1,-6.73,3.46
193.79,5017.5,-6.94,3.35
193.86,5021.3,-7.13,3.41
193.94,5025.7,-6.82,4.24
194.01,5029.6,-6.9,3.73
194.11,5035.1,-6.52,4.75
194.21,5040.6,-5.91,4.75
194.31,5046.1,-6.01,4.7
194.41,5051.6,-6.18,5.12
194.5,5056.5,-6.2,5.94
194.58,5060.9,-6,5.16
194.67,5065.9,-6.38,3.95
194.75,5070.3,-7.77,2.99
194.84,5075.2,-6.99,3.84
194.93,5080.2,-6.06,4.76
195.01,5084.6,-6.07,4.43
195.1,5089.5,-6.53,3.64
195.18,5093.9,-6.53,3.75
195.27,5098.9,-6.47,2.2
195.36,5103.8,-6.36,2.52
195.44,5108.2,-6.28,1.66
195.53,5113.2,-6.16,2.49
195.61,5117.6,-5.79,3.51
195.7,5122.5,-5.84,2.25
195.79,5127.5,-6.27,1.89
195.87,5131.9,-6.15,2.08
195.93,5135.2,-6,5.38
195.99,5138.5,-6.17,5.5
196.05,5141.8,-5.98,5.8
196.11,5145.1,-6.04,5.64
196.17,5148.4,-6.16,5.61
196.23,5151.7,-6.14,5.58
196.29,5155,-6.18,5.71
196.35,5158.3,-6.1,5.42
196.41,5161.6,-7.3,0.51
196.47,5164.9,-5.85,3.97
196.57,5170.4,-5.69,4.16
196.66,5175.3,-5.86,2.83
196.76,5180.8,-5.6,1.39
196.86,5186.3,-6.36,0.62
196.95,5191.3,-7.08,0.13
197.05,5196.7,-6.81,1.15
197.14,5201.6,-6.47,4.49
197.24,5207,-6.19,4.48
197.34,5212.4,-6.23,4.07
197.43,5217.2,-7.31,3.28
197.5,5221,-7.95,2.39
197.58,5225.3,-6.23,5.16
197.65,5229.1,-6.96,4.03
197.72,5232.9,-6.5,4.36
197.8,5237.2,-6.44,4.49
197.87,5241,-6.59,4.56
197.94,5244.8,-6.49,4.52
198.04,5250.2,-6.47,4.14
198.14,5255.7,-6.18,4.45
198.24,5261.2,-6.07,4.38
198.35,5267.3,-6.2,4.07
198.45,5272.8,-6.4,3.95
198.55,5278.3,-6.13,4.42
198.65,5283.8,-6.48,4.58
198.75,5289.3,-6.41,4.42
198.85,5294.8,-6.34,4.19
198.95,5300.3,-6.17,4.26
199.05,5305.8,-6.61,2.68
199.15,5311.3,-6.21,4.57
199.25,5316.8,-6.2,4.86
199.36,5322.8,-6.17,2.57
199.46,5328.3,-6.87,1.27
199.56,5333.8,-6.59,1.69
199.66,5339.3,-6.9,2.54
199.76,5344.8,-6.84,2.33
199.86,5350.3,-6.8,2.11
199.96,5355.8,-7,2.33
200.12,5364.6,-7.44,1.29
200.29,5374,-7,2.42
200.46,5383.3,-6.69,2.77
200.62,5392.1,-7.3,1.2
200.79,5401.5,-7.4,1.8
200.96,5410.8,-7,2.83
201.07,5416.9,-6.99,3.46
201.18,5422.9,-7.44,2.29
201.29,5429,-7.38,4.57
201.4,5435,-7.26,4.56
201.51,5441.1,-7.36,3.02
201.62,5447.1,-7.37,2.54
201.73,5453.2,-7.01,3.5
201.85,5459.8,-6.8,3.76
201.96,5465.8,-7.03,3.51
202.05,5470.8,-7.06,3.93
202.15,5476.3,-6.47,4.33
202.24,5481.2,-6.36,4.53
202.34,5486.7,-6.41,4.45
202.43,5491.7,-5.91,4.65
202.53,5497.2,-6.2,4.49
202.62,5502.1,-6.36,3.84
202.72,5507.6,-6.35,4.34
202.81,5512.6,-6.12,4.44
202.91,5518.1,-6.49,3.95
203,5523,-6.35,4.21
203.1,5528.4,-6.04,4.51
203.19,5533.3,-5.69,4.68
203.29,5538.7,-6.08,3.98
203.38,5543.5,-6.42,3.66
203.48,5548.9,-6.21,4.18
203.58,5554.3,-6.14,4.27
203.68,5559.7,-6.24,4.34
203.78,5565.1,-6.33,4.39
203.88,5570.5,-6.11,4.63
203.98,5575.9,-6.3,4.13
204.08,5581.4,-6.54,4.25
204.18,5586.9,-6.68,4.15
204.26,5591.3,-6.66,3.46
204.34,5595.7,-6.48,3.43
204.43,5600.7,-6.57,3.32
204.51,5605.1,-6.48,3.44
204.59,5609.5,-6.72,3.43
204.68,5614.4,-6.87,3.37
204.79,5620.5,-7.06,2.75
204.91,5627.1,-7.18,3.31
205.03,5633.7,-7.33,2.71
205.14,5639.7,-7.54,2.94
205.26,5646.3,-7.84,2.18
205.38,5652.9,-7.96,2.04
205.47,5657.9,-8.48,0.66
205.56,5662.8,-8.62,0.68
205.65,5667.8,-7.06,2.58
205.74,5672.7,-6.71,3.32
205.83,5677.7,-6.92,3.37
205.92,5682.6,-6.39,4.3
206.01,5687.6,-6.21,4.73
206.1,5692.5,-6.93,4.41
206.19,5697.5,-6.78,4.74
206.28,5702.4,-8.07,4.01
206.39,5708.5,-6.83,4.5
206.5,5714.5,-6.82,4.05
206.62,5721.1,-6.26,4.65
206.73,5727.2,-6.56,4.08
206.84,5733.2,-6.37,4.45
206.96,5739.8,-6.48,3.82
207.07,5745.9,-6.11,4.61
207.18,5751.9,-6.5,3.93
207.3,5758.5,-5.62,5.4
207.41,5764.6,-5.99,4.82
207.52,5770.6,-5.42,5.29
207.64,5777.2,-8.77,3.21
207.75,5783.3,-5.45,5.29
207.86,5789.3,-5.76,5.24
207.98,5795.9,-6.1,4.7
208.08,5800.9,-5.61,5.12
208.18,5805.8,-5.57,5.14
208.28,5810.7,-5.66,4.61
208.38,5815.6,-5.84,4.47
208.48,5820.5,-6.33,3.67
208.58,5825.4,-7.49,3.71
208.68,5830.3,-6.01,4.5
208.78,5835.2,-6.16,4.32
208.88,5840.1,-6.27,4.3
208.98,5845,-6.23,4.33
209.05,5848.1,-5.9,4.55
209.13,5851.5,-5.96,4.66
209.2,5854.4,-5.85,4.74
209.28,5857.8,-5.86,4.48
209.35,5860.7,-5.76,4.25
209.43,5864.1,-5.96,3.76
209.5,5867,-6.26,3.44
209.58,5870.4,-6.58,3.08
209.65,5873.3,-6.34,3.25
209.73,5876.7,-6.73,3.35
209.8,5879.6,-7.63,2.09
209.88,5883,-7.3,2.64
209.97,5886.7,-6.37,3.5
210.06,5890.6,-8.8,2.07
210.16,5894.9,-7.29,1.97
210.25,5898.8,-6.63,3.73
210.34,5902.6,-6.64,4.04
210.44,5906.9,-6.43,4.07
210.53,5910.8,-6.56,3.5
210.62,5914.7,-6.94,2.26
210.72,5919,-6.78,3.24
210.81,5922.8,-6.38,3.54
210.9,5926.7,-6.46,3.63
210.99,5930.6,-7.83,2.91
211.09,5934.9,-6.39,3.79
211.18,5938.7,-6.36,3.86
211.27,5942.6,-6.66,3.28
211.4,5948.2,-7.45,2.45
211.53,5953.8,-7.53,2.04
211.66,5959.4,-8.36,0.9
211.79,5965,-8.9,0.35
211.92,5970.6,-7.78,1.81
212.05,5976.2,-7.63,2.29
212.18,5981.7,-6.49,3.8
212.3,5986.9,-6.83,3.3
212.42,5992.1,-5.73,4.16
212.54,5997.2,-6.03,3.64
212.66,6002.4,-7.35,2.79
212.78,6007.5,-6.28,3.34
212.9,6012.7,-6.75,2.8
213.02,6017.9,-6.27,3.12
213.14,6023,-6.7,2.56
213.26,6028.2,-6.6,2.56
213.38,6033.3,-7.3,2.18
213.5,6038.5,-9.08,0.46
213.62,6043.7,-8.7,0.34
213.74,6048.8,-6.61,2.83
213.86,6054,-6.97,2.95
213.98,6059.1,-7.05,2.84
214.08,6063.4,-7,2.78
214.18,6067.6,-6.18,3.27
214.28,6071.8,-7.27,2.48
214.38,6076,-6.12,3.93
214.48,6080.2,-6.02,3.58
214.58,6084.4,-5.78,3.83
214.68,6088.6,-5.74,3.94
214.78,6092.8,-5.93,3.17
214.88,6097,-5.74,3.61
214.98,6101.2,-5.87,3.76
215.1,6106.3,-6.07,4.14
215.23,6111.9,-5.45,4.13
215.36,6117.5,-5.45,4.14
215.49,6123.1,-5.15,4.21
215.62,6128.7,-5.32,3.75
215.75,6134.3,-5.36,3.98
215.88,6139.8,-6.05,3.73
215.98,6144.1,-6.28,3.56
216.08,6148.4,-6.46,3.63
216.18,6152.7,-7.06,3.35
216.28,6157,-5.67,4.07
216.38,6161.3,-5.73,4.15
216.48,6165.6,-6.91,3.38
216.58,6169.9,-5.9,3.83
216.68,6174.2,-5.88,4
216.78,6178.5,-5.92,3.81
216.88,6182.8,-5.4,4.2
216.98,6187.1,-7.02,3.33
217.08,6191.4,-7.64,2.72
217.18,6195.7,-5.86,3.92
217.28,6200,-5.93,4.5
217.38,6204.3,-6.07,3.81
217.48,6208.6,-6.38,3.47
217.58,6212.9,-6.46,3.36
217.68,6217.2,-6.14,3.46
217.78,6221.5,-6.05,3.84
217.88,6225.8,-5.87,3.63
217.98,6230.1,-6.43,2.69
218.08,6234.4,-6.21,3.45
218.18,6238.7,-6.26,3.57
218.28,6243,-6.54,3.19
218.38,6247.3,-6.73,2.96
218.48,6251.6,-6.96,2.69
218.58,6255.9,-6.58,3.34
218.68,6260.2,-6.37,3.88
218.78,6264.5,-6.45,4.11
218.88,6268.8,-6.51,3.93
218.98,6273.1,-6.41,3.76
219.08,6277.4,-6.4,3.61
219.18,6281.7,-6.11,3.63
219.28,6286,-6.36,3.27
219.38,6290.3,-6.06,3.59
219.48,6294.6,-6.49,3.25
219.58,6298.9,-6.1,3.61
219.69,6303.7,-6.71,3.79
219.8,6308.4,-6.93,3.53
219.91,6313.1,-6.53,3.75
220.03,6318.3,-6.5,3.82
220.14,6322.9,-6.69,3.95
220.25,6327.5,-6.42,3.77
220.36,6332.1,-6.14,4.16
220.48,6337.2,-6.28,4.02
220.61,6342.6,-6.76,3.81
220.74,6348.1,-6.46,3.89
220.88,6354,-6.54,3.98
221.01,6359.4,-6.86,3.77
221.14,6364.2,-6.72,3.69
221.28,6369.4,-6.09,4.34
221.41,6374.2,-6.88,3.62
221.54,6379,-6.54,4.04
221.67,6383.8,-6.7,4.1
221.78,6387.9,-6.71,3.85
221.89,6391.9,-7.13,2.92
222,6396,-7.41,2.62
222.11,6400.1,-6.68,3.4
222.22,6404.1,-6.67,3.44
222.32,6407.8,-6.7,3.29
222.43,6411.9,-5.64,4.49
222.54,6416,-6.58,3.69
222.65,6420.1,-6.29,3.66
222.76,6424.1,-5.88,4.2
222.87,6428.2,-6.05,3.48
222.97,6431.9,-5.65,4.15
223.1,6436.8,-5.63,4.27
223.22,6441.4,-5.36,3.87
223.35,6446.3,-5.28,3.89
223.47,6450.9,-5.63,3.78
223.6,6455.8,-6.43,3.34
223.72,6460.4,-6.4,2.67
223.85,6465.3,-7.64,1.61
223.97,6469.9,-7.57,1.88
224.06,6473.2,-9.03,0.69
224.15,6476.6,-7.54,2
224.24,6479.9,-6.45,3.12
224.33,6483.2,-6.52,3.28
224.42,6486.5,-6.32,3.29
224.51,6489.9,-6.31,3.6
224.6,6493.2,-5.91,3.91
224.69,6496.5,-5.81,4
224.78,6499.9,-6.73,2.45
224.87,6503.2,-7.97,1.55
224.99,6507.6,-8.06,0.97
225.1,6511.7,-8.06,1.33
225.21,6515.8,-6.08,4.28
225.32,6519.8,-6.44,4.26
225.44,6524.3,-5.91,4.14
225.55,6528.4,-6.54,2.96
225.66,6532.4,-5.94,3.47
225.77,6536.5,-6.52,2.91
225.87,6540.2,-9.46,-0.24
225.97,6543.9,-11.1,-0.84
226.07,6547.7,-9.35,1.04
226.17,6551.5,-6.61,3.2
226.27,6555.3,-7.12,2.69
226.37,6559.1,-7.85,2.28
226.47,6562.9,-6.76,2.81
226.61,6568.2,-5.36,3.79
226.74,6573.1,-5.2,3.67
226.87,6578.1,-5.61,3.92
227.01,6583.4,-5.86,3.47
227.14,6588.2,-6.88,2.6
227.27,6593,-6.07,3.43
227.37,6596.7,-5.77,3.53
227.47,6600.4,-5.7,3.77
227.57,6604.1,-5.93,3.69
227.67,6607.8,-6.79,2.5
227.77,6611.5,-8.26,1.2
227.87,6615.2,-8.45,1.33
227.97,6618.9,-7.27,2.05
228.07,6622.6,-6.49,3.03
228.17,6626.3,-5.83,3.31
228.27,6630,-6.24,2.66
228.37,6633.7,-7.28,2.1
228.47,6637.4,-10.24,-2.12
228.57,6641.1,-12.23,-5.98
228.67,6644.8,-10.19,-1.79
228.77,6648.5,-9.38,-0.71
228.87,6652.2,-7.61,2.03
228.97,6655.9,-6.74,3.28
229.07,6659.6,-6.39,3.52
229.16,6662.9,-5.96,3.55
229.25,6666.3,-6.24,3.25
229.35,6670,-6.62,2.95
229.44,6673.3,-6.08,3.37
229.53,6676.6,-5.87,3.45
229.62,6679.9,-5.81,3.56
229.72,6683.6,-5.64,3.7
229.81,6687,-5.66,3.78
229.9,6690.3,-5.2,3.85
230,6694,-5.4,3.73
230.09,6697.4,-5,3.79
230.18,6700.8,-5.26,3.67
230.27,6704.3,-5.97,3.11
230.37,6708.1,-6.38,2.63
230.47,6711.9,-6.78,2.59
230.57,6715.7,-6.23,3.21
230.67,6719.5,-6.45,2.84
230.77,6723.3,-6.65,2.84
230.87,6727.1,-5.81,3.21
230.97,6730.9,-5.04,3.69
231.07,6734.6,-4.94,3.72
231.17,6738.3,-5.33,3.53
231.27,6742,-6.16,3.37
231.37,6745.7,-6.45,3.07
231.47,6749.4,,
231.57,6753.1,-5.72,3.71
231.67,6756.8,-5.9,3.32
231.79,6761.2,-6.07,2.95
231.91,6765.7,-6.44,3.07
232.02,6769.7,-6.33,3.65
232.14,6774.2,-6.09,3.52
232.26,6778.6,-5.58,3.61
232.37,6782.7,-5.49,3.59
232.49,6787.1,-5.98,3.03
232.61,6791.6,-5.6,3.19
232.72,6795.6,-6.29,2.5
232.84,6800.1,-5.59,3.57
232.96,6804.5,-5.55,3.45
233.07,6808.6,-5.52,3.31
233.19,6813,-5.49,3.2
233.3,6817.1,-5.41,3.28
233.42,6821.5,-5.64,3.35
233.53,6825.6,-6.16,2.87
233.65,6830.1,-6.74,2.46
233.76,6834.1,-6.71,2.83
233.87,6838.2,-7.29,2.31
233.96,6841.5,-6.32,3.44
234.04,6844.5,-7.46,2.28
234.12,6847.6,-6.02,3.94
234.2,6850.6,-6.43,3.49
234.28,6853.6,-7.15,2.1
234.37,6857.1,-6.05,3.76
234.45,6860.1,-6.31,3.24
234.53,6863.1,-6.54,2.96
234.61,6866.2,,
234.69,6869.2,,
234.77,6872.3,,
234.89,6876.8,,
235.01,6881.4,-13.14,0.51
235.13,6885.8,-8.2,2.3
235.25,6890.3,-7.22,3.13
235.37,6894.7,-6.58,4
235.49,6899.1,-5.75,3.64
235.61,6903.6,-6.36,2.92
235.73,6908,-5.44,3.83
235.85,6912.5,-5.65,3.68
235.97,6916.9,-5.77,3.52
236.09,6921.3,-5.86,3.45
236.21,6925.8,-6.72,2.81
236.33,6930.2,-6.18,2.78
236.45,6934.7,-5.05,3.67
236.57,6939.1,-5.23,3.44
236.69,6943.5,-6.21,2.87
236.81,6948,-5.89,3.03
236.93,6952.4,-5.94,3.1
237.05,6956.9,-6.17,2.59
237.17,6961.5,-5.7,2.86
237.26,6964.9,-5.72,2.91
237.35,6968.3,-6.89,2.21
237.44,6971.7,-9.87,0.06
237.53,6975.1,-5.71,3.27
237.62,6978.6,-5.74,3.3
237.71,6982,-7.64,1.02
237.8,6985.4,-8.29,1.09
237.89,6988.8,-7.89,1.15
237.98,6992.2,-6.57,3.33
238.07,6995.6,-6.6,3.91
238.17,6999.3,-6.21,3.68
238.27,7003,-5.97,3.76
238.37,7006.7,-5.82,3.4
238.47,7010.4,-5.54,3.43
238.57,7014.1,-5.1,3.74
238.67,7017.8,-5.82,3.16
238.77,7021.5,-6.2,2.74
238.87,7025.2,-5.8,3.1
238.97,7028.9,-6.26,2.73
239.07,7032.6,-5.89,3.03
239.17,7036.3,-6.45,2.87
239.27,7040,-6.14,3.11
239.37,7043.7,-5.93,2.73
239.47,7047.4,-5.74,2.66
239.57,7051.1,-6.07,2.47
239.67,7054.8,-5.71,3.09
239.77,7058.5,,
239.87,7062.2,-5.52,3.11
239.97,7065.9,-5.54,3.22
240.07,7069.6,-5.43,3.06
240.18,7073.7,-5.67,2.86
240.29,7077.7,-5.76,3.02
240.4,7081.8,-5.95,3.04
240.51,7085.9,-6.01,3.06
240.62,7089.9,-6.03,3
240.73,7094,-5.95,3.37
240.84,7098.1,-6.19,3.46
240.95,7102.2,-5.38,3.83
241.06,7106.3,-5,3.67
241.17,7110.5,-5.2,3.43
241.27,7114.3,-5.43,3.1
241.37,7118.1,-5.87,2.88
241.47,7121.9,-6.62,2.66
241.57,7125.7,,
241.67,7129.5,-6.35,3.32
241.77,7133.3,-6.01,3.65
241.87,7137.1,-5.72,3.85
241.99,7141.6,-4.74,3.83
242.11,7146.1,-5.95,2.86
242.23,7150.5,-4.55,3.32
242.35,7155,-5.66,3.17
242.47,7159.4,-5.06,4.08
242.59,7163.8,-5.09,3.7
242.71,7168.3,-4.94,3.62
242.83,7172.7,-5.07,3.18
242.95,7177.2,-4.74,3.12
243.07,7181.6,-4.68,3.15
243.16,7184.9,-5.27,2.95
243.24,7187.9,-6.22,2.48
243.32,7190.8,-6,2.85
243.41,7194.2,-5.64,3.41
243.49,7197.1,-5.76,3.09
243.57,7200.1,-6.26,3.31
243.66,7203.4,-5.92,3.19
243.74,7206.4,-5.47,3.2
243.82,7209.3,-4.81,3.02
243.91,7212.7,-4.33,3.49
243.99,7215.6,-4.81,3.62
244.07,7225.3,-5.52,2.59
244.19,7241.3,-6.05,2.57
244.31,7257.2,-5.65,3.46
244.43,7273.2,-6.25,2.79
244.54,7287.8,-6.67,2.97
244.66,7303.8,-6.85,3.41
244.78,7319.7,-6.86,2.89
244.89,7334.4,-6.26,3.01
245.01,7349.6,-6.55,2.4
245.13,7356.2,-6.15,2.77
245.24,7362.2,-6.06,2.72
245.34,7367.7,-6.61,2.58
245.44,7373.2,-7.27,2.33
245.54,7378.7,-7.17,2.56
245.64,7384.2,-7.42,2.44
245.74,7389.7,-6.7,3.57
245.84,7395.2,-6.1,3.13
245.94,7400.7,-6.32,2.98
246.04,7406.2,-5.88,3.29
246.14,7411.7,-5.98,2.87
246.24,7417.2,-6.91,2.1
246.34,7422.7,-7,1.9
246.44,7428.2,-6.85,2.33
246.54,7433.7,-6.83,2.3
246.64,7439.2,-7.51,1.61
246.74,7444.7,-6.28,2.59
246.84,7450.2,-5.89,2.84
246.94,7455.7,,
247.04,7461.2,-6.57,2.22
247.14,7466.8,-6.3,2.81
247.24,7472.4,-6.1,2.6
247.34,7478,-6.41,2.03
247.45,7484.2,-6.97,1.57
247.56,7490.4,-6.16,2.49
247.67,7496.5,-7.22,1.6
247.77,7502.1,-6.53,2.35
247.88,7508.3,-7.08,1.42
247.99,7514.4,-6.71,2.46
248.1,7520.5,-6.11,2.72
248.21,7526.6,-5.52,3.42
248.31,7532.1,-5.5,2.86
248.42,7538.1,-5.14,3.16
248.53,7544.2,-5.09,2.7
248.64,7550.2,-4.71,2.6
248.74,7555.7,-4.58,2.93
